date,state,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported
2021-01-24,IA,4,60,62
2021-01-23,IA,5,46,75
2021-01-22,IA,4,64,58
2021-01-21,IA,5,63,58
2021-01-20,IA,5,72,49
2021-01-19,IA,4,57,61
2021-01-18,IA,7,62,53
2021-01-17,IA,5,50,71
2021-01-16,IA,5,63,58
2021-01-15,IA,6,52,68
2021-01-14,IA,11,59,56
2021-01-13,IA,7,74,45
2021-01-12,IA,5,61,56
2021-01-11,IA,5,61,56
2021-01-10,IA,5,61,60
2021-01-09,IA,6,57,63
2021-01-08,IA,4,66,56
2021-01-07,IA,7,67,52
2021-01-06,IA,6,77,43
2021-01-05,IA,6,59,57
2021-01-04,IA,5,63,54
2021-01-03,IA,6,62,58
2021-01-02,IA,4,62,60
2021-01-01,IA,5,63,58
2020-12-31,IA,5,68,53
2020-12-30,IA,5,82,39
2020-12-29,IA,5,68,49
2020-12-28,IA,7,67,48
2020-12-27,IA,7,69,50
2020-12-26,IA,7,67,52
2020-12-25,IA,5,69,52
2020-12-24,IA,5,72,49
2020-12-23,IA,6,84,36
2020-12-22,IA,6,66,51
2020-12-21,IA,5,65,52
2020-12-20,IA,5,70,51
2020-12-19,IA,5,73,48
2020-12-18,IA,6,71,49
2020-12-17,IA,5,70,51
2020-12-16,IA,6,90,30
2020-12-15,IA,6,70,46
2020-12-14,IA,6,70,46
2020-12-13,IA,5,75,46
2020-12-12,IA,4,79,43
2020-12-11,IA,6,78,42
2020-12-10,IA,6,73,47
2020-12-09,IA,4,89,33
2020-12-08,IA,6,73,43
2020-12-07,IA,7,72,43
2020-12-06,IA,8,74,44
2020-12-05,IA,8,75,43
2020-12-04,IA,7,71,48
2020-12-03,IA,6,80,40
2020-12-02,IA,7,88,31
2020-12-01,IA,10,70,42
2020-11-30,IA,10,70,42
2020-11-29,IA,11,73,42
2020-11-28,IA,10,72,44
2020-11-27,IA,10,71,45
2020-11-26,IA,12,70,44
2020-11-25,IA,14,90,22
2020-11-24,IA,14,69,39
2020-11-23,IA,10,77,35
2020-11-22,IA,11,75,40
2020-11-21,IA,11,80,35
2020-11-20,IA,10,79,37
2020-11-19,IA,10,79,37
2020-11-18,IA,13,88,25
2020-11-17,IA,11,71,40
2020-11-16,IA,16,76,30
2020-11-15,IA,13,81,32
2020-11-14,IA,13,82,31
2020-11-13,IA,13,82,31
2020-11-12,IA,11,83,32
2020-11-11,IA,14,90,22
2020-11-10,IA,12,80,31
2020-11-09,IA,11,80,32
2020-11-08,IA,11,89,25
2020-11-07,IA,10,94,21
2020-11-06,IA,10,90,25
2020-11-05,IA,10,100,15
2020-11-04,IA,11,112,2
2020-11-03,IA,9,111,2
2020-11-02,IA,11,109,2
2020-11-01,IA,11,112,2
2020-10-31,IA,13,110,2
2020-10-30,IA,11,112,2
2020-10-29,IA,11,112,2
2020-10-28,IA,8,115,2
2020-10-27,IA,10,110,2
2020-10-26,IA,8,112,2
2020-10-25,IA,9,114,2
2020-10-24,IA,9,114,2
2020-10-23,IA,8,115,2
2020-10-22,IA,6,117,2
2020-10-21,IA,6,117,2
2020-10-20,IA,7,114,2
2020-10-19,IA,7,114,2
2020-10-18,IA,9,112,2
2020-10-17,IA,7,114,2
2020-10-16,IA,8,113,2
2020-10-15,IA,8,113,2
2020-10-14,IA,8,113,2
2020-10-13,IA,9,112,2
2020-10-12,IA,7,114,2
2020-10-11,IA,9,112,2
2020-10-10,IA,7,114,2
2020-10-09,IA,8,113,2
2020-10-08,IA,8,113,2
2020-10-07,IA,6,115,2
2020-10-06,IA,5,116,2
2020-10-05,IA,5,116,2
2020-10-04,IA,6,115,2
2020-10-03,IA,6,115,2
2020-10-02,IA,6,115,2
2020-10-01,IA,5,116,2
2020-09-30,IA,7,114,2
2020-09-29,IA,6,115,2
2020-09-28,IA,6,115,2
2020-09-27,IA,6,115,2
2020-09-26,IA,7,114,2
2020-09-25,IA,6,115,2
2020-09-24,IA,8,113,2
2020-09-23,IA,8,113,2
2020-09-22,IA,8,113,2
2020-09-21,IA,6,115,2
2020-09-20,IA,6,115,2
2020-09-19,IA,6,115,2
2020-09-18,IA,6,115,2
2020-09-17,IA,6,115,2
2020-09-16,IA,6,115,2
2020-09-15,IA,6,115,2
2020-09-14,IA,6,115,2
2020-09-13,IA,6,115,2
2020-09-12,IA,6,115,2
2020-09-11,IA,5,116,2
2020-09-10,IA,6,115,2
2020-09-09,IA,5,116,2
2020-09-08,IA,6,115,2
2020-09-07,IA,5,116,2
2020-09-06,IA,6,115,2
2020-09-05,IA,5,116,2
2020-09-04,IA,5,116,2
2020-09-03,IA,7,114,2
2020-09-02,IA,7,114,2
2020-09-01,IA,9,112,2
2020-08-31,IA,9,112,2
2020-08-30,IA,8,113,2
2020-08-29,IA,7,114,2
2020-08-28,IA,7,114,2
2020-08-27,IA,7,114,2
2020-08-26,IA,6,115,2
2020-08-25,IA,7,114,2
2020-08-24,IA,7,114,2
2020-08-23,IA,7,114,2
2020-08-22,IA,8,113,2
2020-08-21,IA,7,114,2
2020-08-20,IA,8,113,2
2020-08-19,IA,6,115,2
2020-08-18,IA,5,116,2
2020-08-17,IA,6,115,0
2020-08-16,IA,5,116,0
2020-08-15,IA,7,114,0
2020-08-14,IA,7,114,0
2020-08-13,IA,5,116,0
2020-08-12,IA,6,115,0
2020-08-11,IA,4,116,1
2020-08-10,IA,5,118,0
2020-08-09,IA,4,119,0
2020-08-08,IA,5,118,0
2020-08-07,IA,6,117,0
2020-08-06,IA,7,116,0
2020-08-05,IA,6,117,0
2020-08-04,IA,5,118,0
2020-08-03,IA,4,119,0
2020-08-02,IA,3,120,0
2020-08-01,IA,3,119,0
2023-04-10,ID,2,37,4
2023-04-09,ID,2,37,4
2023-04-08,ID,2,38,4
2023-04-07,ID,2,38,4
2023-04-06,ID,2,38,5
2023-04-05,ID,2,38,5
2023-04-04,ID,2,37,6
2023-04-03,ID,2,37,6
2023-04-02,ID,2,38,6
2023-04-01,ID,1,38,6
2023-03-31,ID,3,39,5
2023-03-30,ID,3,39,5
2023-03-29,ID,3,39,5
2023-03-28,ID,4,37,5
2023-03-27,ID,3,37,6
2023-03-26,ID,3,37,7
2023-03-25,ID,2,38,7
2023-03-24,ID,2,39,6
2023-03-23,ID,2,39,6
2023-03-22,ID,2,39,6
2023-03-21,ID,2,38,6
2023-03-20,ID,2,39,5
2023-03-19,ID,2,40,6
2023-03-18,ID,3,39,6
2023-03-17,ID,2,41,5
2023-03-16,ID,2,40,6
2023-03-15,ID,2,41,5
2023-03-14,ID,2,39,5
2023-03-13,ID,2,39,5
2023-03-12,ID,2,40,6
2023-03-11,ID,3,39,6
2023-03-10,ID,2,40,6
2023-03-09,ID,2,41,5
2023-03-08,ID,2,40,6
2023-03-07,ID,2,38,6
2023-03-06,ID,2,39,5
2023-03-05,ID,3,40,6
2023-03-04,ID,3,40,6
2023-03-03,ID,3,40,6
2023-03-02,ID,3,41,5
2023-03-01,ID,3,41,5
2023-02-28,ID,3,38,5
2023-02-27,ID,2,38,6
2023-02-26,ID,3,40,6
2023-02-25,ID,3,40,6
2023-02-24,ID,2,41,6
2023-02-23,ID,2,41,6
2023-02-22,ID,2,42,5
2023-02-21,ID,2,38,6
2023-02-20,ID,2,38,6
2023-02-19,ID,3,39,7
2023-02-18,ID,3,39,7
2023-02-17,ID,3,40,6
2023-02-16,ID,3,41,5
2023-02-15,ID,3,41,5
2023-02-14,ID,1,39,6
2023-02-13,ID,1,38,7
2023-02-12,ID,3,40,6
2023-02-11,ID,3,40,6
2023-02-10,ID,3,40,6
2023-02-09,ID,3,41,5
2023-02-08,ID,3,40,6
2023-02-07,ID,3,37,6
2023-02-06,ID,3,38,5
2023-02-05,ID,4,38,7
2023-02-04,ID,4,38,7
2023-02-03,ID,4,39,6
2023-02-02,ID,4,39,6
2023-02-01,ID,4,40,5
2023-01-31,ID,3,37,6
2023-01-30,ID,4,37,5
2023-01-29,ID,2,41,6
2023-01-28,ID,3,40,6
2023-01-27,ID,2,42,5
2023-01-26,ID,2,42,5
2023-01-25,ID,2,42,5
2023-01-24,ID,2,37,7
2023-01-23,ID,2,38,6
2023-01-22,ID,3,40,6
2023-01-21,ID,2,41,6
2023-01-20,ID,2,41,6
2023-01-19,ID,2,41,6
2023-01-18,ID,2,41,6
2023-01-17,ID,3,37,6
2023-01-16,ID,2,40,5
2023-01-15,ID,2,41,6
2023-01-14,ID,1,41,7
2023-01-13,ID,2,42,5
2023-01-12,ID,2,41,6
2023-01-11,ID,2,41,5
2023-01-10,ID,1,39,6
2023-01-09,ID,1,40,6
2023-01-08,ID,0,42,7
2023-01-07,ID,1,42,6
2023-01-06,ID,2,42,5
2023-01-05,ID,3,40,6
2023-01-04,ID,2,41,5
2023-01-03,ID,2,39,5
2023-01-02,ID,2,39,6
2023-01-01,ID,3,40,6
2022-12-31,ID,3,41,5
2022-12-30,ID,3,41,5
2022-12-29,ID,3,39,7
2022-12-28,ID,1,42,5
2022-12-27,ID,2,39,5
2022-12-26,ID,1,41,5
2022-12-25,ID,1,43,5
2022-12-24,ID,1,43,5
2022-12-23,ID,1,43,5
2022-12-22,ID,2,41,6
2022-12-21,ID,2,40,6
2022-12-20,ID,2,39,6
2022-12-19,ID,2,41,5
2022-12-18,ID,1,42,5
2022-12-17,ID,1,41,6
2022-12-16,ID,2,40,6
2022-12-15,ID,2,39,7
2022-12-14,ID,2,40,5
2022-12-13,ID,2,37,7
2022-12-12,ID,2,39,5
2022-12-11,ID,3,37,7
2022-12-10,ID,3,37,7
2022-12-09,ID,4,38,5
2022-12-08,ID,3,39,5
2022-12-07,ID,3,39,5
2022-12-06,ID,2,39,5
2022-12-05,ID,2,39,5
2022-12-04,ID,2,41,5
2022-12-03,ID,2,41,5
2022-12-02,ID,3,40,5
2022-12-01,ID,3,40,5
2022-11-30,ID,3,40,5
2022-11-29,ID,3,38,5
2022-11-28,ID,2,39,5
2022-11-27,ID,3,38,5
2022-11-26,ID,2,39,5
2022-11-25,ID,2,39,5
2022-11-24,ID,2,39,5
2022-11-23,ID,3,38,5
2022-11-22,ID,3,38,5
2022-11-21,ID,3,38,5
2022-11-20,ID,2,40,5
2022-11-19,ID,2,40,5
2022-11-18,ID,3,40,5
2022-11-17,ID,3,40,5
2022-11-16,ID,3,40,5
2022-11-15,ID,3,39,5
2022-11-14,ID,3,39,5
2022-11-13,ID,1,40,6
2022-11-12,ID,1,41,5
2022-11-11,ID,2,40,5
2022-11-10,ID,3,39,5
2022-11-09,ID,3,39,5
2022-11-08,ID,3,38,5
2022-11-07,ID,3,39,5
2022-11-06,ID,2,41,5
2022-11-05,ID,2,41,5
2022-11-04,ID,3,40,5
2022-11-03,ID,3,40,5
2022-11-02,ID,3,39,5
2022-11-01,ID,3,38,5
2022-10-31,ID,3,38,5
2022-10-30,ID,2,40,5
2022-10-29,ID,3,40,5
2022-10-28,ID,3,40,5
2022-10-27,ID,3,40,5
2022-10-26,ID,3,40,5
2022-10-25,ID,2,40,5
2022-10-24,ID,3,38,5
2022-10-23,ID,3,39,5
2022-10-22,ID,3,40,5
2022-10-21,ID,3,40,5
2022-10-20,ID,3,40,5
2022-10-19,ID,3,40,5
2022-10-18,ID,3,39,5
2022-10-17,ID,3,38,5
2022-10-16,ID,1,41,5
2022-10-15,ID,3,39,5
2022-10-14,ID,3,39,5
2022-10-13,ID,3,39,5
2022-10-12,ID,3,39,5
2022-10-11,ID,3,38,5
2022-10-10,ID,3,38,5
2022-10-09,ID,2,40,5
2022-10-08,ID,3,39,6
2022-10-07,ID,3,39,6
2022-10-06,ID,3,39,6
2022-10-05,ID,3,40,5
2022-10-04,ID,4,38,5
2022-10-03,ID,4,37,5
2022-10-02,ID,4,37,6
2022-10-01,ID,4,38,5
2022-09-30,ID,4,39,4
2022-09-29,ID,4,39,4
2022-09-28,ID,4,39,4
2022-09-27,ID,3,38,5
2022-09-26,ID,3,39,5
2022-09-25,ID,3,38,7
2022-09-24,ID,3,39,6
2022-09-23,ID,4,38,6
2022-09-22,ID,4,37,7
2022-09-21,ID,4,39,5
2022-09-20,ID,4,38,5
2022-09-19,ID,4,39,5
2022-09-18,ID,4,37,6
2022-09-17,ID,5,37,6
2022-09-16,ID,5,37,6
2022-09-15,ID,5,37,6
2022-09-14,ID,5,38,5
2022-09-13,ID,5,37,5
2022-09-12,ID,4,37,5
2022-09-11,ID,4,38,5
2022-09-10,ID,4,38,5
2022-09-09,ID,4,38,6
2022-09-08,ID,4,39,5
2022-09-07,ID,4,39,5
2022-09-06,ID,4,38,5
2022-09-05,ID,1,41,5
2022-09-04,ID,3,40,5
2022-09-03,ID,3,40,5
2022-09-02,ID,3,39,6
2022-09-01,ID,3,40,5
2022-08-31,ID,3,40,5
2022-08-30,ID,3,39,5
2022-08-29,ID,3,40,5
2022-08-28,ID,2,41,5
2022-08-27,ID,3,40,5
2022-08-26,ID,3,40,5
2022-08-25,ID,3,40,5
2022-08-24,ID,3,40,5
2022-08-23,ID,3,40,5
2022-08-22,ID,2,41,5
2022-08-21,ID,4,44,5
2022-08-20,ID,4,44,5
2022-08-19,ID,3,45,5
2022-08-18,ID,4,44,5
2022-08-17,ID,3,45,5
2022-08-16,ID,3,40,5
2022-08-15,ID,3,40,5
2022-08-14,ID,4,43,5
2022-08-13,ID,4,43,5
2022-08-12,ID,4,43,5
2022-08-11,ID,4,43,5
2022-08-10,ID,4,43,5
2022-08-09,ID,3,40,5
2022-08-08,ID,3,41,5
2022-08-07,ID,4,42,6
2022-08-06,ID,4,42,6
2022-08-05,ID,4,43,6
2022-08-04,ID,4,43,6
2022-08-03,ID,4,42,6
2022-08-02,ID,3,40,6
2022-08-01,ID,3,40,6
2022-07-31,ID,4,43,6
2022-07-30,ID,4,41,8
2022-07-29,ID,4,43,6
2022-07-28,ID,4,43,6
2022-07-27,ID,3,44,6
2022-07-26,ID,3,39,6
2022-07-25,ID,3,38,7
2022-07-24,ID,4,43,6
2022-07-23,ID,4,43,6
2022-07-22,ID,4,42,7
2022-07-21,ID,4,43,6
2022-07-20,ID,4,43,6
2022-07-19,ID,3,39,6
2022-07-18,ID,3,39,6
2022-07-17,ID,3,44,6
2022-07-16,ID,4,43,6
2022-07-15,ID,4,45,4
2022-07-14,ID,4,43,6
2022-07-13,ID,4,43,6
2022-07-12,ID,3,38,7
2022-07-11,ID,3,39,7
2022-07-10,ID,4,43,6
2022-07-09,ID,4,43,6
2022-07-08,ID,4,43,6
2022-07-07,ID,3,44,6
2022-07-06,ID,4,43,6
2022-07-05,ID,3,39,6
2022-07-04,ID,2,40,6
2022-07-03,ID,2,45,6
2022-07-02,ID,3,42,8
2022-07-01,ID,3,43,7
2022-06-30,ID,4,42,7
2022-06-29,ID,3,43,7
2022-06-28,ID,3,38,7
2022-06-27,ID,3,37,8
2022-06-26,ID,4,41,8
2022-06-25,ID,4,40,9
2022-06-24,ID,4,42,7
2022-06-23,ID,4,43,6
2022-06-22,ID,3,44,6
2022-06-21,ID,3,39,6
2022-06-20,ID,2,40,6
2022-06-19,ID,3,42,7
2022-06-18,ID,3,42,7
2022-06-17,ID,4,41,7
2022-06-16,ID,4,42,6
2022-06-15,ID,4,42,6
2022-06-14,ID,3,39,6
2022-06-13,ID,4,38,6
2022-06-12,ID,4,42,6
2022-06-11,ID,4,41,7
2022-06-10,ID,4,41,7
2022-06-09,ID,3,42,7
2022-06-08,ID,4,42,6
2022-06-07,ID,3,39,6
2022-06-06,ID,2,39,7
2022-06-05,ID,4,40,8
2022-06-04,ID,4,40,8
2022-06-03,ID,3,41,8
2022-06-02,ID,4,41,7
2022-06-01,ID,4,42,6
2022-05-31,ID,3,39,6
2022-05-30,ID,2,39,7
2022-05-29,ID,4,41,7
2022-05-28,ID,4,41,7
2022-05-27,ID,3,42,7
2022-05-26,ID,3,43,6
2022-05-25,ID,4,42,6
2022-05-24,ID,3,39,6
2022-05-23,ID,3,38,7
2022-05-22,ID,3,43,7
2022-05-21,ID,4,42,7
2022-05-20,ID,4,43,6
2022-05-19,ID,4,43,6
2022-05-18,ID,4,43,6
2022-05-17,ID,3,40,6
2022-05-16,ID,3,39,6
2022-05-15,ID,4,43,6
2022-05-14,ID,4,43,6
2022-05-13,ID,4,43,6
2022-05-12,ID,4,43,6
2022-05-11,ID,4,43,6
2022-05-10,ID,3,39,6
2022-05-09,ID,3,40,6
2022-05-08,ID,4,43,6
2022-05-07,ID,4,43,6
2022-05-06,ID,4,43,6
2022-05-05,ID,4,43,6
2022-05-04,ID,3,44,6
2022-05-03,ID,3,39,6
2022-05-02,ID,3,39,6
2022-05-01,ID,4,43,6
2022-04-30,ID,4,43,6
2022-04-29,ID,3,44,6
2022-04-28,ID,4,43,6
2022-04-27,ID,4,43,6
2022-04-26,ID,3,39,6
2022-04-25,ID,3,39,6
2022-04-24,ID,4,42,6
2022-04-23,ID,3,43,6
2022-04-22,ID,3,43,6
2022-04-21,ID,4,42,6
2022-04-20,ID,3,43,6
2022-04-19,ID,3,39,6
2022-04-18,ID,3,39,6
2022-04-17,ID,4,43,6
2022-04-16,ID,4,43,6
2022-04-15,ID,4,43,6
2022-04-14,ID,4,43,6
2022-04-13,ID,4,43,6
2022-04-12,ID,3,39,6
2022-04-11,ID,2,40,6
2022-04-10,ID,4,42,6
2022-04-09,ID,4,42,6
2022-04-08,ID,4,42,6
2022-04-07,ID,4,42,6
2022-04-06,ID,4,42,6
2022-04-05,ID,3,39,6
2022-04-04,ID,3,39,6
2022-04-03,ID,4,42,6
2022-04-02,ID,5,41,6
2022-04-01,ID,5,42,5
2022-03-31,ID,5,41,6
2022-03-30,ID,5,41,6
2022-03-29,ID,4,38,6
2022-03-28,ID,4,38,6
2022-03-27,ID,5,41,6
2022-03-26,ID,5,41,6
2022-03-25,ID,5,41,6
2022-03-24,ID,5,41,6
2022-03-23,ID,5,41,6
2022-03-22,ID,4,40,6
2022-03-21,ID,4,39,6
2022-03-20,ID,5,42,6
2022-03-19,ID,5,42,6
2022-03-18,ID,5,42,6
2022-03-17,ID,5,41,6
2022-03-16,ID,4,44,4
2022-03-15,ID,4,40,4
2022-03-14,ID,3,41,4
2022-03-13,ID,3,46,4
2022-03-12,ID,5,44,4
2022-03-11,ID,4,45,4
2022-03-10,ID,5,44,4
2022-03-09,ID,4,45,4
2022-03-08,ID,4,40,4
2022-03-07,ID,3,41,4
2022-03-06,ID,3,45,4
2022-03-05,ID,4,44,4
2022-03-04,ID,4,44,4
2022-03-03,ID,4,44,4
2022-03-02,ID,6,42,4
2022-03-01,ID,3,41,4
2022-02-28,ID,4,40,4
2022-02-27,ID,6,43,4
2022-02-26,ID,6,43,4
2022-02-25,ID,7,42,4
2022-02-24,ID,6,43,4
2022-02-23,ID,7,42,4
2022-02-22,ID,6,38,4
2022-02-21,ID,5,38,4
2022-02-20,ID,5,43,4
2022-02-19,ID,5,43,4
2022-02-18,ID,7,41,4
2022-02-17,ID,6,42,4
2022-02-16,ID,6,42,4
2022-02-15,ID,6,38,4
2022-02-14,ID,6,38,4
2022-02-13,ID,6,43,4
2022-02-12,ID,5,44,4
2022-02-11,ID,7,42,4
2022-02-10,ID,7,42,4
2022-02-09,ID,7,42,4
2022-02-08,ID,6,38,4
2022-02-07,ID,5,40,4
2022-02-06,ID,5,44,4
2022-02-05,ID,6,43,4
2022-02-04,ID,6,43,4
2022-02-03,ID,7,42,4
2022-02-02,ID,7,41,4
2022-02-01,ID,6,40,3
2022-01-31,ID,6,39,3
2022-01-30,ID,6,44,3
2022-01-29,ID,5,45,3
2022-01-28,ID,6,44,3
2022-01-27,ID,6,44,3
2022-01-26,ID,6,44,3
2022-01-25,ID,6,40,3
2022-01-24,ID,5,41,3
2022-01-23,ID,7,43,3
2022-01-22,ID,7,43,3
2022-01-21,ID,7,43,3
2022-01-20,ID,7,43,3
2022-01-19,ID,6,44,3
2022-01-18,ID,4,42,3
2022-01-17,ID,5,41,3
2022-01-16,ID,6,43,3
2022-01-15,ID,6,43,3
2022-01-14,ID,6,43,3
2022-01-13,ID,6,43,3
2022-01-12,ID,6,43,3
2022-01-11,ID,4,41,3
2022-01-10,ID,4,41,3
2022-01-09,ID,4,45,3
2022-01-08,ID,5,44,3
2022-01-07,ID,6,43,3
2022-01-06,ID,5,44,3
2022-01-05,ID,5,44,3
2022-01-04,ID,3,42,3
2022-01-03,ID,3,42,3
2022-01-02,ID,4,46,3
2022-01-01,ID,4,46,3
2021-12-31,ID,4,46,3
2021-12-30,ID,4,46,3
2021-12-29,ID,4,46,3
2021-12-28,ID,3,43,3
2021-12-27,ID,3,43,3
2021-12-26,ID,4,45,3
2021-12-25,ID,4,45,3
2021-12-24,ID,4,45,3
2021-12-23,ID,4,45,3
2021-12-22,ID,4,45,3
2021-12-21,ID,3,42,3
2021-12-20,ID,3,42,3
2021-12-19,ID,3,47,3
2021-12-18,ID,3,47,3
2021-12-17,ID,4,46,3
2021-12-16,ID,4,46,3
2021-12-15,ID,4,46,3
2021-12-14,ID,3,43,3
2021-12-13,ID,3,43,3
2021-12-12,ID,4,46,3
2021-12-11,ID,4,46,3
2021-12-10,ID,4,46,3
2021-12-09,ID,4,46,3
2021-12-08,ID,4,46,3
2021-12-07,ID,3,42,3
2021-12-06,ID,3,43,3
2021-12-05,ID,4,45,3
2021-12-04,ID,3,46,3
2021-12-03,ID,4,45,3
2021-12-02,ID,4,45,3
2021-12-01,ID,4,45,3
2021-11-30,ID,3,43,3
2021-11-29,ID,3,42,3
2021-11-28,ID,4,46,3
2021-11-27,ID,4,46,3
2021-11-26,ID,4,46,3
2021-11-25,ID,4,46,3
2021-11-24,ID,4,46,3
2021-11-23,ID,3,43,3
2021-11-22,ID,3,43,3
2021-11-21,ID,4,46,3
2021-11-20,ID,4,46,3
2021-11-19,ID,4,46,3
2021-11-18,ID,4,46,3
2021-11-17,ID,4,45,3
2021-11-16,ID,4,42,3
2021-11-15,ID,4,42,3
2021-11-14,ID,5,45,3
2021-11-13,ID,5,45,3
2021-11-12,ID,5,45,3
2021-11-11,ID,5,45,3
2021-11-10,ID,5,45,3
2021-11-09,ID,4,41,3
2021-11-08,ID,4,41,3
2021-11-07,ID,5,44,3
2021-11-06,ID,6,43,3
2021-11-05,ID,6,43,3
2021-11-04,ID,6,43,3
2021-11-03,ID,6,43,3
2021-11-02,ID,4,43,3
2021-11-01,ID,3,44,3
2021-10-31,ID,4,46,3
2021-10-30,ID,5,45,3
2021-10-29,ID,5,45,3
2021-10-28,ID,6,44,3
2021-10-27,ID,5,45,3
2021-10-26,ID,4,43,3
2021-10-25,ID,4,43,3
2021-10-24,ID,5,45,3
2021-10-23,ID,6,44,3
2021-10-22,ID,6,44,3
2021-10-21,ID,6,44,3
2021-10-20,ID,7,43,3
2021-10-19,ID,4,41,3
2021-10-18,ID,5,41,3
2021-10-17,ID,5,45,3
2021-10-16,ID,5,45,3
2021-10-15,ID,5,45,3
2021-10-14,ID,6,44,3
2021-10-13,ID,6,44,3
2021-10-12,ID,6,40,3
2021-10-11,ID,6,40,3
2021-10-10,ID,6,44,3
2021-10-09,ID,6,44,3
2021-10-08,ID,6,44,3
2021-10-07,ID,5,45,3
2021-10-06,ID,6,44,3
2021-10-05,ID,5,40,3
2021-10-04,ID,5,41,3
2021-10-03,ID,6,44,3
2021-10-02,ID,7,43,3
2021-10-01,ID,7,43,3
2021-09-30,ID,9,41,3
2021-09-29,ID,8,42,3
2021-09-28,ID,6,40,3
2021-09-27,ID,5,42,3
2021-09-26,ID,6,44,3
2021-09-25,ID,6,44,3
2021-09-24,ID,6,44,3
2021-09-23,ID,5,45,3
2021-09-22,ID,7,43,3
2021-09-21,ID,5,41,3
2021-09-20,ID,5,34,10
2021-09-19,ID,7,36,10
2021-09-18,ID,7,36,10
2021-09-17,ID,8,35,10
2021-09-16,ID,7,36,10
2021-09-15,ID,8,42,3
2021-09-14,ID,4,35,10
2021-09-13,ID,4,35,10
2021-09-12,ID,5,38,10
2021-09-11,ID,5,38,10
2021-09-10,ID,5,38,10
2021-09-09,ID,5,38,10
2021-09-08,ID,5,45,3
2021-09-07,ID,4,35,10
2021-09-06,ID,4,35,10
2021-09-05,ID,5,38,10
2021-09-04,ID,5,38,10
2021-09-03,ID,5,38,10
2021-09-02,ID,5,38,10
2021-09-01,ID,5,45,3
2021-08-31,ID,4,34,10
2021-08-30,ID,4,34,10
2021-08-29,ID,6,37,10
2021-08-28,ID,6,37,10
2021-08-27,ID,6,37,10
2021-08-26,ID,6,37,10
2021-08-25,ID,6,44,3
2021-08-24,ID,4,35,10
2021-08-23,ID,5,34,10
2021-08-22,ID,5,38,10
2021-08-21,ID,4,39,10
2021-08-20,ID,4,39,10
2021-08-19,ID,4,39,10
2021-08-18,ID,3,47,3
2021-08-17,ID,4,35,10
2021-08-16,ID,4,35,10
2021-08-15,ID,5,38,10
2021-08-14,ID,5,38,10
2021-08-13,ID,5,38,10
2021-08-12,ID,5,38,10
2021-08-11,ID,5,45,3
2021-08-10,ID,4,36,9
2021-08-09,ID,5,35,9
2021-08-08,ID,6,38,9
2021-08-07,ID,5,39,9
2021-08-06,ID,6,37,10
2021-08-05,ID,5,38,10
2021-08-04,ID,5,45,3
2021-08-03,ID,4,34,10
2021-08-02,ID,4,35,10
2021-08-01,ID,4,39,10
2021-07-31,ID,5,38,10
2021-07-30,ID,5,38,10
2021-07-29,ID,5,38,10
2021-07-28,ID,5,45,3
2021-07-27,ID,3,36,10
2021-07-26,ID,3,36,10
2021-07-25,ID,4,39,10
2021-07-24,ID,4,39,10
2021-07-23,ID,4,39,10
2021-07-22,ID,4,39,10
2021-07-21,ID,4,46,3
2021-07-20,ID,3,35,10
2021-07-19,ID,3,35,10
2021-07-18,ID,3,40,10
2021-07-17,ID,4,39,10
2021-07-16,ID,4,39,10
2021-07-15,ID,4,39,10
2021-07-14,ID,4,46,3
2021-07-13,ID,3,35,10
2021-07-12,ID,3,35,10
2021-07-11,ID,4,39,10
2021-07-10,ID,4,39,10
2021-07-09,ID,4,39,10
2021-07-08,ID,4,39,10
2021-07-07,ID,4,46,3
2021-07-06,ID,3,35,10
2021-07-05,ID,3,35,10
2021-07-04,ID,3,40,10
2021-07-03,ID,4,39,10
2021-07-02,ID,4,39,10
2021-07-01,ID,4,39,10
2021-06-30,ID,4,46,3
2021-06-29,ID,3,34,10
2021-06-28,ID,3,35,10
2021-06-27,ID,4,39,10
2021-06-26,ID,4,39,10
2021-06-25,ID,4,39,10
2021-06-24,ID,4,39,10
2021-06-23,ID,4,45,3
2021-06-22,ID,3,35,10
2021-06-21,ID,3,36,10
2021-06-20,ID,4,39,10
2021-06-19,ID,4,39,10
2021-06-18,ID,4,39,10
2021-06-17,ID,4,39,10
2021-06-16,ID,4,46,3
2021-06-15,ID,3,35,10
2021-06-14,ID,3,37,8
2021-06-13,ID,4,41,8
2021-06-12,ID,4,41,8
2021-06-11,ID,4,41,8
2021-06-10,ID,4,41,8
2021-06-09,ID,6,46,1
2021-06-08,ID,5,36,8
2021-06-07,ID,5,36,8
2021-06-06,ID,6,39,8
2021-06-05,ID,6,39,8
2021-06-04,ID,6,39,8
