date,state,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported
2023-03-26,SD,2,49,11
2023-03-25,SD,2,49,11
2023-03-24,SD,3,49,10
2023-03-23,SD,3,49,10
2023-03-22,SD,2,50,10
2023-03-21,SD,2,50,10
2023-03-20,SD,2,50,10
2023-03-19,SD,2,50,10
2023-03-18,SD,2,50,10
2023-03-17,SD,2,49,11
2023-03-16,SD,1,50,11
2023-03-15,SD,1,51,10
2023-03-14,SD,1,50,11
2023-03-13,SD,1,50,11
2023-03-12,SD,1,50,11
2023-03-11,SD,2,49,11
2023-03-10,SD,2,49,11
2023-03-09,SD,2,49,11
2023-03-08,SD,2,49,11
2023-03-07,SD,2,49,11
2023-03-06,SD,3,48,11
2023-03-05,SD,3,48,11
2023-03-04,SD,3,48,11
2023-03-03,SD,2,50,10
2023-03-02,SD,2,50,10
2023-03-01,SD,2,50,10
2023-02-28,SD,2,50,10
2023-02-27,SD,2,50,10
2023-02-26,SD,2,50,10
2023-02-25,SD,2,50,10
2023-02-24,SD,2,49,11
2023-02-23,SD,0,51,11
2023-02-22,SD,1,50,11
2023-02-21,SD,1,50,11
2023-02-20,SD,1,50,11
2023-02-19,SD,1,50,11
2023-02-18,SD,1,50,11
2023-02-17,SD,2,49,11
2023-02-16,SD,2,49,11
2023-02-15,SD,3,49,10
2023-02-14,SD,3,48,11
2023-02-13,SD,3,48,11
2023-02-12,SD,3,48,11
2023-02-11,SD,3,48,11
2023-02-10,SD,2,49,11
2023-02-09,SD,3,48,11
2023-02-08,SD,3,49,10
2023-02-07,SD,2,50,10
2023-02-06,SD,3,49,10
2023-02-05,SD,3,49,10
2023-02-04,SD,3,49,10
2023-02-03,SD,2,49,11
2023-02-02,SD,3,48,11
2023-02-01,SD,3,49,10
2023-01-31,SD,3,48,11
2023-01-30,SD,3,48,11
2023-01-29,SD,3,48,11
2023-01-28,SD,3,48,11
2023-01-27,SD,3,48,11
2023-01-26,SD,3,48,11
2023-01-25,SD,3,48,11
2023-01-24,SD,3,48,11
2023-01-23,SD,3,48,11
2023-01-22,SD,3,48,11
2023-01-21,SD,3,48,11
2023-01-20,SD,2,50,10
2023-01-19,SD,2,50,10
2023-01-18,SD,2,50,10
2023-01-17,SD,2,50,10
2023-01-16,SD,2,50,10
2023-01-15,SD,2,49,11
2023-01-14,SD,2,49,11
2023-01-13,SD,2,49,11
2023-01-12,SD,3,48,11
2023-01-11,SD,3,49,10
2023-01-10,SD,3,48,11
2023-01-09,SD,3,48,11
2023-01-08,SD,3,48,11
2023-01-07,SD,3,48,11
2023-01-06,SD,2,49,11
2023-01-05,SD,2,49,11
2023-01-04,SD,2,50,10
2023-01-03,SD,2,49,11
2023-01-02,SD,2,49,11
2023-01-01,SD,2,49,11
2022-12-31,SD,2,49,8
2022-12-30,SD,3,48,8
2022-12-29,SD,2,49,11
2022-12-28,SD,3,49,10
2022-12-27,SD,3,48,11
2022-12-26,SD,3,48,11
2022-12-25,SD,3,48,11
2022-12-24,SD,3,48,11
2022-12-23,SD,3,48,11
2022-12-22,SD,3,48,11
2022-12-21,SD,4,48,10
2022-12-20,SD,3,48,11
2022-12-19,SD,3,48,11
2022-12-18,SD,3,50,11
2022-12-17,SD,3,50,11
2022-12-16,SD,3,50,11
2022-12-15,SD,2,52,10
2022-12-14,SD,2,51,10
2022-12-13,SD,3,50,10
2022-12-12,SD,2,51,10
2022-12-11,SD,2,51,10
2022-12-10,SD,2,51,10
2022-12-09,SD,2,51,10
2022-12-08,SD,2,51,10
2022-12-07,SD,1,52,10
2022-12-06,SD,1,52,10
2022-12-05,SD,1,52,10
2022-12-04,SD,2,51,10
2022-12-03,SD,2,51,10
2022-12-02,SD,1,52,10
2022-12-01,SD,1,52,10
2022-11-30,SD,2,51,10
2022-11-29,SD,1,52,10
2022-11-28,SD,1,52,10
2022-11-27,SD,2,51,10
2022-11-26,SD,3,50,10
2022-11-25,SD,3,50,10
2022-11-24,SD,3,50,10
2022-11-23,SD,2,51,10
2022-11-22,SD,2,51,10
2022-11-21,SD,2,51,10
2022-11-20,SD,2,51,10
2022-11-19,SD,2,51,10
2022-11-18,SD,2,51,10
2022-11-17,SD,3,50,10
2022-11-16,SD,3,50,10
2022-11-15,SD,3,50,10
2022-11-14,SD,2,51,10
2022-11-13,SD,2,51,10
2022-11-12,SD,2,51,10
2022-11-11,SD,1,52,10
2022-11-10,SD,2,51,10
2022-11-09,SD,1,52,10
2022-11-08,SD,2,51,10
2022-11-07,SD,1,52,10
2022-11-06,SD,1,52,10
2022-11-05,SD,1,52,10
2022-11-04,SD,0,53,10
2022-11-03,SD,0,53,10
2022-11-02,SD,0,53,10
2022-11-01,SD,0,53,10
2022-10-31,SD,0,53,10
2022-10-30,SD,2,51,10
2022-10-29,SD,2,51,10
2022-10-28,SD,0,53,10
2022-10-27,SD,0,53,10
2022-10-26,SD,1,52,10
2022-10-25,SD,1,52,10
2022-10-24,SD,1,52,10
2022-10-23,SD,1,52,10
2022-10-22,SD,1,52,10
2022-10-21,SD,1,52,10
2022-10-20,SD,1,52,10
2022-10-19,SD,2,51,10
2022-10-18,SD,2,51,10
2022-10-17,SD,2,51,10
2022-10-16,SD,2,51,10
2022-10-15,SD,2,51,10
2022-10-14,SD,2,51,10
2022-10-13,SD,2,51,10
2022-10-12,SD,2,51,10
2022-10-11,SD,2,51,10
2022-10-10,SD,2,51,10
2022-10-09,SD,2,52,10
2022-10-08,SD,2,52,10
2022-10-07,SD,2,52,10
2022-10-06,SD,1,53,10
2022-10-05,SD,2,52,10
2022-10-04,SD,2,51,10
2022-10-03,SD,2,51,10
2022-10-02,SD,1,52,10
2022-10-01,SD,1,52,10
2022-09-30,SD,1,52,10
2022-09-29,SD,1,52,10
2022-09-28,SD,1,52,10
2022-09-27,SD,1,52,10
2022-09-26,SD,0,53,10
2022-09-25,SD,2,51,10
2022-09-24,SD,2,51,10
2022-09-23,SD,2,51,10
2022-09-22,SD,2,51,10
2022-09-21,SD,3,50,10
2022-09-20,SD,3,50,10
2022-09-19,SD,3,50,10
2022-09-18,SD,2,51,10
2022-09-17,SD,2,51,10
2022-09-16,SD,2,51,10
2022-09-15,SD,1,52,10
2022-09-14,SD,2,51,10
2022-09-13,SD,2,51,10
2022-09-12,SD,3,50,10
2022-09-11,SD,2,51,10
2022-09-10,SD,3,50,10
2022-09-09,SD,2,52,10
2022-09-08,SD,2,52,10
2022-09-07,SD,2,52,10
2022-09-06,SD,3,51,10
2022-09-05,SD,3,51,10
2022-09-04,SD,2,52,10
2022-09-03,SD,3,51,10
2022-09-02,SD,3,51,10
2022-09-01,SD,3,51,10
2022-08-31,SD,4,50,10
2022-08-30,SD,3,51,10
2022-08-29,SD,4,50,10
2022-08-28,SD,3,52,10
2022-08-27,SD,3,52,10
2022-08-26,SD,3,52,10
2022-08-25,SD,3,52,10
2022-08-24,SD,3,52,10
2022-08-23,SD,1,53,10
2022-08-22,SD,1,53,10
2022-08-21,SD,3,52,10
2022-08-20,SD,3,52,10
2022-08-19,SD,2,53,10
2022-08-18,SD,2,53,10
2022-08-17,SD,2,53,10
2022-08-16,SD,2,52,10
2022-08-15,SD,2,52,10
2022-08-14,SD,2,53,10
2022-08-13,SD,3,52,10
2022-08-12,SD,3,52,10
2022-08-11,SD,3,52,10
2022-08-10,SD,3,52,10
2022-08-09,SD,2,52,10
2022-08-08,SD,3,51,10
2022-08-07,SD,4,51,10
2022-08-06,SD,4,51,10
2022-08-05,SD,3,52,10
2022-08-04,SD,4,51,10
2022-08-03,SD,3,52,10
2022-08-02,SD,3,51,10
2022-08-01,SD,2,52,10
2022-07-31,SD,4,51,10
2022-07-30,SD,4,51,10
2022-07-29,SD,2,53,10
2022-07-28,SD,3,52,10
2022-07-27,SD,3,52,10
2022-07-26,SD,2,52,10
2022-07-25,SD,2,52,10
2022-07-24,SD,3,52,10
2022-07-23,SD,3,52,10
2022-07-22,SD,2,53,10
2022-07-21,SD,2,53,10
2022-07-20,SD,2,53,10
2022-07-19,SD,1,53,10
2022-07-18,SD,1,53,10
2022-07-17,SD,3,52,10
2022-07-16,SD,3,52,10
2022-07-15,SD,2,53,10
2022-07-14,SD,2,53,10
2022-07-13,SD,2,53,10
2022-07-12,SD,1,53,10
2022-07-11,SD,2,52,10
2022-07-10,SD,3,52,10
2022-07-09,SD,3,52,10
2022-07-08,SD,2,53,10
2022-07-07,SD,0,55,10
2022-07-06,SD,0,55,10
2022-07-05,SD,0,54,10
2022-07-04,SD,3,51,10
2022-07-03,SD,3,52,10
2022-07-02,SD,3,52,10
2022-07-01,SD,1,54,10
2022-06-30,SD,1,54,10
2022-06-29,SD,1,54,10
2022-06-28,SD,2,52,10
2022-06-27,SD,1,53,10
2022-06-26,SD,1,54,10
2022-06-25,SD,1,54,10
2022-06-24,SD,1,54,10
2022-06-23,SD,1,54,10
2022-06-22,SD,1,54,10
2022-06-21,SD,1,53,10
2022-06-20,SD,1,53,10
2022-06-19,SD,1,54,10
2022-06-18,SD,1,54,10
2022-06-17,SD,0,55,10
2022-06-16,SD,1,54,10
2022-06-15,SD,1,54,10
2022-06-14,SD,0,54,10
2022-06-13,SD,1,53,10
2022-06-12,SD,1,54,10
2022-06-11,SD,1,54,10
2022-06-10,SD,1,54,10
2022-06-09,SD,2,53,10
2022-06-08,SD,2,53,10
2022-06-07,SD,2,52,10
2022-06-06,SD,2,52,10
2022-06-05,SD,1,54,10
2022-06-04,SD,1,54,10
2022-06-03,SD,1,54,10
2022-06-02,SD,1,54,10
2022-06-01,SD,2,53,10
2022-05-31,SD,2,52,10
2022-05-30,SD,3,51,10
2022-05-29,SD,3,52,10
2022-05-28,SD,3,52,10
2022-05-27,SD,3,52,10
2022-05-26,SD,3,52,10
2022-05-25,SD,3,52,10
2022-05-24,SD,3,51,10
2022-05-23,SD,2,52,10
2022-05-22,SD,2,53,10
2022-05-21,SD,3,52,10
2022-05-20,SD,3,52,10
2022-05-19,SD,3,52,10
2022-05-18,SD,3,52,10
2022-05-17,SD,3,51,10
2022-05-16,SD,3,51,10
2022-05-15,SD,3,52,10
2022-05-14,SD,3,53,9
2022-05-13,SD,3,52,10
2022-05-12,SD,2,53,10
2022-05-11,SD,2,53,10
2022-05-10,SD,1,53,10
2022-05-09,SD,1,53,10
2022-05-08,SD,2,53,10
2022-05-07,SD,2,53,10
2022-05-06,SD,3,52,10
2022-05-05,SD,3,52,10
2022-05-04,SD,3,52,10
2022-05-03,SD,3,51,10
2022-05-02,SD,3,51,10
2022-05-01,SD,2,53,10
2022-04-30,SD,2,53,10
2022-04-29,SD,2,53,10
2022-04-28,SD,1,54,10
2022-04-27,SD,2,53,10
2022-04-26,SD,1,53,10
2022-04-25,SD,1,53,10
2022-04-24,SD,1,54,10
2022-04-23,SD,3,52,10
2022-04-22,SD,3,52,10
2022-04-21,SD,2,53,10
2022-04-20,SD,3,53,9
2022-04-19,SD,3,51,10
2022-04-18,SD,3,51,10
2022-04-17,SD,3,52,10
2022-04-16,SD,3,52,10
2022-04-15,SD,3,52,10
2022-04-14,SD,2,53,10
2022-04-13,SD,4,51,10
2022-04-12,SD,1,53,10
2022-04-11,SD,1,53,10
2022-04-10,SD,4,51,10
2022-04-09,SD,4,51,10
2022-04-08,SD,3,52,10
2022-04-07,SD,3,52,10
2022-04-06,SD,3,52,10
2022-04-05,SD,2,52,10
2022-04-04,SD,2,52,10
2022-04-03,SD,4,51,10
2022-04-02,SD,4,51,10
2022-04-01,SD,2,53,10
2022-03-31,SD,3,52,10
2022-03-30,SD,3,52,10
2022-03-29,SD,3,51,10
2022-03-28,SD,3,51,10
2022-03-27,SD,4,51,10
2022-03-26,SD,4,51,10
2022-03-25,SD,3,52,10
2022-03-24,SD,3,52,10
2022-03-23,SD,3,52,10
2022-03-22,SD,1,53,10
2022-03-21,SD,2,52,10
2022-03-20,SD,5,50,10
2022-03-19,SD,4,51,10
2022-03-18,SD,5,50,10
2022-03-17,SD,5,50,10
2022-03-16,SD,5,50,10
2022-03-15,SD,3,51,10
2022-03-14,SD,2,52,10
2022-03-13,SD,3,52,10
2022-03-12,SD,3,52,10
2022-03-11,SD,3,52,10
2022-03-10,SD,5,50,10
2022-03-09,SD,4,53,8
2022-03-08,SD,4,50,10
2022-03-07,SD,4,50,10
2022-03-06,SD,5,50,10
2022-03-05,SD,5,50,10
2022-03-04,SD,5,50,10
2022-03-03,SD,5,50,10
2022-03-02,SD,5,50,10
2022-03-01,SD,3,51,10
2022-02-28,SD,2,52,10
2022-02-27,SD,3,52,10
2022-02-26,SD,3,52,10
2022-02-25,SD,2,53,10
2022-02-24,SD,2,53,10
2022-02-23,SD,4,51,10
2022-02-22,SD,3,51,10
2022-02-21,SD,4,50,10
2022-02-20,SD,4,51,10
2022-02-19,SD,4,51,10
2022-02-18,SD,4,51,10
2022-02-17,SD,3,52,10
2022-02-16,SD,3,52,10
2022-02-15,SD,4,50,10
2022-02-14,SD,4,50,10
2022-02-13,SD,6,49,10
2022-02-12,SD,6,49,10
2022-02-11,SD,7,48,10
2022-02-10,SD,6,49,10
2022-02-09,SD,7,48,10
2022-02-08,SD,5,49,10
2022-02-07,SD,5,49,10
2022-02-06,SD,7,48,10
2022-02-05,SD,7,48,10
2022-02-04,SD,5,50,10
2022-02-03,SD,6,49,10
2022-02-02,SD,7,55,3
2022-02-01,SD,5,56,3
2022-01-31,SD,2,59,3
2022-01-30,SD,5,57,3
2022-01-29,SD,5,57,3
2022-01-28,SD,6,56,3
2022-01-27,SD,6,56,3
2022-01-26,SD,6,56,3
2022-01-25,SD,6,55,3
2022-01-24,SD,6,55,3
2022-01-23,SD,7,55,3
2022-01-22,SD,6,56,3
2022-01-21,SD,7,55,3
2022-01-20,SD,8,54,3
2022-01-19,SD,6,56,3
2022-01-18,SD,6,55,3
2022-01-17,SD,8,53,3
2022-01-16,SD,7,55,3
2022-01-15,SD,8,54,3
2022-01-14,SD,8,54,3
2022-01-13,SD,5,57,3
2022-01-12,SD,5,57,3
2022-01-11,SD,4,57,3
2022-01-10,SD,5,56,3
2022-01-09,SD,3,59,3
2022-01-08,SD,6,56,3
2022-01-07,SD,3,59,3
2022-01-06,SD,2,60,3
2022-01-05,SD,3,59,3
2022-01-04,SD,2,59,3
2022-01-03,SD,1,60,3
2022-01-02,SD,1,61,3
2022-01-01,SD,1,61,3
2021-12-31,SD,1,61,3
2021-12-30,SD,1,61,3
2021-12-29,SD,2,60,3
2021-12-28,SD,1,60,3
2021-12-27,SD,1,60,3
2021-12-26,SD,2,60,3
2021-12-25,SD,2,60,3
2021-12-24,SD,3,59,3
2021-12-23,SD,2,60,3
2021-12-22,SD,3,59,3
2021-12-21,SD,1,60,3
2021-12-20,SD,1,60,3
2021-12-19,SD,2,60,3
2021-12-18,SD,2,60,3
2021-12-17,SD,2,60,3
2021-12-16,SD,2,60,3
2021-12-15,SD,2,60,3
2021-12-14,SD,1,60,3
2021-12-13,SD,1,60,3
2021-12-12,SD,2,60,3
2021-12-11,SD,2,60,3
2021-12-10,SD,2,60,3
2021-12-09,SD,2,60,3
2021-12-08,SD,2,60,3
2021-12-07,SD,1,60,3
2021-12-06,SD,1,60,3
2021-12-05,SD,2,60,3
2021-12-04,SD,2,60,3
2021-12-03,SD,2,60,3
2021-12-02,SD,2,60,3
2021-12-01,SD,2,60,3
2021-11-30,SD,1,60,3
2021-11-29,SD,1,60,3
2021-11-28,SD,2,60,3
2021-11-27,SD,2,60,3
2021-11-26,SD,2,60,3
2021-11-25,SD,2,60,3
2021-11-24,SD,2,60,3
2021-11-23,SD,1,60,3
2021-11-22,SD,1,60,3
2021-11-21,SD,2,60,3
2021-11-20,SD,2,60,3
2021-11-19,SD,2,60,3
2021-11-18,SD,2,60,3
2021-11-17,SD,2,60,3
2021-11-16,SD,1,60,3
2021-11-15,SD,1,60,3
2021-11-14,SD,2,60,3
2021-11-13,SD,2,60,3
2021-11-12,SD,2,60,3
2021-11-11,SD,2,60,3
2021-11-10,SD,2,60,3
2021-11-09,SD,1,60,3
2021-11-08,SD,1,60,3
2021-11-07,SD,2,60,3
2021-11-06,SD,2,60,3
2021-11-05,SD,2,60,3
2021-11-04,SD,2,60,3
2021-11-03,SD,2,60,3
2021-11-02,SD,1,60,3
2021-11-01,SD,1,60,3
2021-10-31,SD,2,60,3
2021-10-30,SD,2,60,3
2021-10-29,SD,2,60,3
2021-10-28,SD,2,60,3
2021-10-27,SD,2,60,3
2021-10-26,SD,1,60,3
2021-10-25,SD,1,60,3
2021-10-24,SD,2,60,3
2021-10-23,SD,2,60,3
2021-10-22,SD,2,60,3
2021-10-21,SD,2,60,3
2021-10-20,SD,2,60,3
2021-10-19,SD,0,61,3
2021-10-18,SD,0,61,3
2021-10-17,SD,2,60,3
2021-10-16,SD,2,60,3
2021-10-15,SD,2,60,3
2021-10-14,SD,3,59,3
2021-10-13,SD,2,60,3
2021-10-12,SD,1,60,3
2021-10-11,SD,1,60,3
2021-10-10,SD,2,60,3
2021-10-09,SD,2,60,3
2021-10-08,SD,2,60,3
2021-10-07,SD,2,60,3
2021-10-06,SD,2,60,3
2021-10-05,SD,1,60,3
2021-10-04,SD,1,60,3
2021-10-03,SD,2,60,3
2021-10-02,SD,2,60,3
2021-10-01,SD,3,59,3
2021-09-30,SD,2,60,3
2021-09-29,SD,2,60,3
2021-09-28,SD,1,60,3
2021-09-27,SD,1,60,3
2021-09-26,SD,1,61,3
2021-09-25,SD,1,61,3
2021-09-24,SD,1,61,3
2021-09-23,SD,1,61,3
2021-09-22,SD,1,61,3
2021-09-21,SD,1,60,3
2021-09-20,SD,1,60,3
2021-09-19,SD,1,61,3
2021-09-18,SD,1,61,3
2021-09-17,SD,1,61,3
2021-09-16,SD,2,60,3
2021-09-15,SD,1,61,3
2021-09-14,SD,1,60,3
2021-09-13,SD,1,60,3
2021-09-12,SD,1,61,3
2021-09-11,SD,1,61,3
2021-09-10,SD,1,61,3
2021-09-09,SD,1,61,3
2021-09-08,SD,1,61,3
2021-09-07,SD,2,59,3
2021-09-06,SD,2,59,3
2021-09-05,SD,1,61,3
2021-09-04,SD,1,61,3
2021-09-03,SD,1,61,3
2021-09-02,SD,1,61,3
2021-09-01,SD,0,62,3
2021-08-31,SD,0,61,3
2021-08-30,SD,2,59,3
2021-08-29,SD,2,60,3
2021-08-28,SD,2,60,3
2021-08-27,SD,2,60,3
2021-08-26,SD,3,59,3
2021-08-25,SD,2,60,3
2021-08-24,SD,1,60,3
2021-08-23,SD,0,61,3
2021-08-22,SD,0,62,3
2021-08-21,SD,0,62,3
2021-08-20,SD,0,62,3
2021-08-19,SD,0,62,3
2021-08-18,SD,0,62,3
2021-08-17,SD,1,60,3
2021-08-16,SD,0,61,3
2021-08-15,SD,0,62,3
2021-08-14,SD,0,62,3
2021-08-13,SD,0,62,3
2021-08-12,SD,1,61,3
2021-08-11,SD,2,60,3
2021-08-10,SD,0,61,3
2021-08-09,SD,0,61,3
2021-08-08,SD,0,62,3
2021-08-07,SD,0,62,3
2021-08-06,SD,0,62,3
2021-08-05,SD,0,62,3
2021-08-04,SD,0,62,3
2021-08-03,SD,0,61,3
2021-08-02,SD,1,60,3
2021-08-01,SD,0,62,3
2021-07-31,SD,0,62,3
2021-07-30,SD,0,62,3
2021-07-29,SD,0,62,3
2021-07-28,SD,1,61,3
2021-07-27,SD,0,61,3
2021-07-26,SD,1,60,3
2021-07-25,SD,0,62,3
2021-07-24,SD,0,62,3
2021-07-23,SD,1,61,3
2021-07-22,SD,1,61,3
2021-07-21,SD,1,61,3
2021-07-20,SD,1,59,3
2021-07-19,SD,1,59,3
2021-07-18,SD,0,62,3
2021-07-17,SD,0,62,3
2021-07-16,SD,1,61,3
2021-07-15,SD,1,61,3
2021-07-14,SD,1,61,3
2021-07-13,SD,1,59,3
2021-07-12,SD,1,59,3
2021-07-11,SD,0,62,3
2021-07-10,SD,0,62,3
2021-07-09,SD,0,62,3
2021-07-08,SD,1,61,3
2021-07-07,SD,1,61,3
2021-07-06,SD,0,60,3
2021-07-05,SD,0,60,3
2021-07-04,SD,0,61,4
2021-07-03,SD,0,61,4
2021-07-02,SD,0,62,3
2021-07-01,SD,1,61,3
2021-06-30,SD,2,60,3
2021-06-29,SD,1,59,3
2021-06-28,SD,1,59,3
2021-06-27,SD,0,62,3
2021-06-26,SD,0,62,3
2021-06-25,SD,1,61,3
2021-06-24,SD,1,61,3
2021-06-23,SD,1,61,3
2021-06-22,SD,1,59,3
2021-06-21,SD,1,59,3
2021-06-20,SD,0,62,3
2021-06-19,SD,0,62,3
2021-06-18,SD,1,61,3
2021-06-17,SD,1,61,3
2021-06-16,SD,1,61,3
2021-06-15,SD,1,59,3
2021-06-14,SD,1,59,3
2021-06-13,SD,0,62,3
2021-06-12,SD,0,62,3
2021-06-11,SD,1,61,3
2021-06-10,SD,1,61,3
2021-06-09,SD,1,61,3
2021-06-08,SD,1,59,3
2021-06-07,SD,0,60,3
2021-06-06,SD,0,62,3
2021-06-05,SD,0,62,3
2021-06-04,SD,0,62,3
2021-06-03,SD,0,62,3
2021-06-02,SD,1,61,3
2021-06-01,SD,1,59,3
2021-05-31,SD,0,60,3
2021-05-30,SD,1,61,3
2021-05-29,SD,1,61,3
2021-05-28,SD,1,61,3
2021-05-27,SD,2,60,3
2021-05-26,SD,1,61,3
2021-05-25,SD,1,59,3
2021-05-24,SD,1,59,3
2021-05-23,SD,0,62,3
2021-05-22,SD,0,62,3
2021-05-21,SD,1,61,3
2021-05-20,SD,1,61,3
2021-05-19,SD,2,60,3
2021-05-18,SD,1,59,3
2021-05-17,SD,1,59,3
2021-05-16,SD,0,62,3
2021-05-15,SD,0,62,3
2021-05-14,SD,1,61,3
2021-05-13,SD,1,61,3
2021-05-12,SD,2,60,3
2021-05-11,SD,1,59,3
2021-05-10,SD,1,59,3
2021-05-09,SD,1,61,3
2021-05-08,SD,0,62,3
2021-05-07,SD,2,60,3
2021-05-06,SD,2,60,3
2021-05-05,SD,2,60,3
2021-05-04,SD,2,58,3
2021-05-03,SD,1,59,3
2021-05-02,SD,1,61,3
2021-05-01,SD,1,61,3
2021-04-30,SD,1,61,3
2021-04-29,SD,1,61,3
2021-04-28,SD,1,61,3
2021-04-27,SD,1,59,3
2021-04-26,SD,1,59,3
2021-04-25,SD,0,62,3
2021-04-24,SD,2,60,3
2021-04-23,SD,1,61,3
2021-04-22,SD,1,61,3
2021-04-21,SD,2,60,3
2021-04-20,SD,2,58,3
2021-04-19,SD,2,58,3
2021-04-18,SD,2,60,3
2021-04-17,SD,2,60,3
2021-04-16,SD,1,61,3
2021-04-15,SD,2,60,3
2021-04-14,SD,2,60,3
2021-04-13,SD,2,58,3
2021-04-12,SD,1,59,3
2021-04-11,SD,1,61,3
2021-04-10,SD,1,61,3
2021-04-09,SD,2,60,3
2021-04-08,SD,1,61,3
2021-04-07,SD,2,60,3
2021-04-06,SD,2,59,3
2021-04-05,SD,2,59,3
2021-04-04,SD,1,61,3
2021-04-03,SD,1,61,3
2021-04-02,SD,1,61,3
2021-04-01,SD,1,61,3
2021-03-31,SD,1,61,3
2021-03-30,SD,0,60,3
2021-03-29,SD,1,59,3
2021-03-28,SD,0,62,3
2021-03-27,SD,0,62,3
2021-03-26,SD,2,60,3
2021-03-25,SD,3,59,3
2021-03-24,SD,2,60,3
2021-03-23,SD,1,59,3
2021-03-22,SD,1,59,3
2021-03-21,SD,2,60,3
2021-03-20,SD,2,60,3
2021-03-19,SD,2,60,3
2021-03-18,SD,2,60,3
2021-03-17,SD,3,59,3
2021-03-16,SD,1,59,3
2021-03-15,SD,1,59,3
2021-03-14,SD,2,60,3
2021-03-13,SD,0,62,3
2021-03-12,SD,2,60,3
2021-03-11,SD,1,61,3
2021-03-10,SD,2,60,3
2021-03-09,SD,2,58,3
2021-03-08,SD,2,58,3
2021-03-07,SD,1,61,3
2021-03-06,SD,1,61,3
2021-03-05,SD,2,60,3
2021-03-04,SD,2,60,3
2021-03-03,SD,2,60,3
2021-03-02,SD,3,57,3
2021-03-01,SD,2,58,3
2021-02-28,SD,1,61,3
2021-02-27,SD,1,61,3
2021-02-26,SD,1,61,3
2021-02-25,SD,2,60,3
2021-02-24,SD,3,59,3
2021-02-23,SD,1,59,3
2021-02-22,SD,0,60,3
2021-02-21,SD,1,61,3
2021-02-20,SD,1,61,3
2021-02-19,SD,2,60,3
2021-02-18,SD,2,60,3
2021-02-17,SD,1,61,3
2021-02-16,SD,2,58,3
2021-02-15,SD,2,58,3
2021-02-14,SD,1,61,3
2021-02-13,SD,0,62,3
2021-02-12,SD,2,60,3
2021-02-11,SD,2,60,3
2021-02-10,SD,1,61,3
2021-02-09,SD,1,59,3
2021-02-08,SD,2,58,3
2021-02-07,SD,0,62,3
2021-02-06,SD,0,62,3
2021-02-05,SD,1,61,3
2021-02-04,SD,1,61,3
2021-02-03,SD,2,60,3
2021-02-02,SD,2,58,3
2021-02-01,SD,3,57,3
2021-01-31,SD,3,59,3
2021-01-30,SD,2,60,3
2021-01-29,SD,2,60,3
2021-01-28,SD,3,59,3
2021-01-27,SD,3,59,3
2021-01-26,SD,2,58,3
2021-01-25,SD,3,57,3
2021-01-24,SD,2,60,3
2021-01-23,SD,2,60,3
2021-01-22,SD,3,59,3
2021-01-21,SD,2,60,3
2021-01-20,SD,2,60,3
2021-01-19,SD,3,57,3
2021-01-18,SD,2,58,3
2021-01-17,SD,2,60,3
2021-01-16,SD,2,60,3
2021-01-15,SD,2,60,3
2021-01-14,SD,2,60,3
2021-01-13,SD,2,60,3
2021-01-12,SD,2,58,3
2021-01-11,SD,2,58,3
2021-01-10,SD,2,60,3
2021-01-09,SD,2,60,3
2021-01-08,SD,3,59,3
2021-01-07,SD,2,60,3
2021-01-06,SD,2,60,3
2021-01-05,SD,2,58,3
2021-01-04,SD,2,58,3
2021-01-03,SD,1,61,3
2021-01-02,SD,1,60,4
2021-01-01,SD,1,60,4
2020-12-31,SD,2,60,3
2020-12-30,SD,2,60,3
2020-12-29,SD,4,56,3
2020-12-28,SD,12,48,3
2020-12-27,SD,14,48,3
2020-12-26,SD,14,48,3
2020-12-25,SD,12,49,4
2020-12-24,SD,12,49,4
2020-12-23,SD,13,49,3
2020-12-22,SD,13,48,3
2020-12-21,SD,12,48,3
2020-12-20,SD,13,49,3
2020-12-19,SD,13,49,3
2020-12-18,SD,13,48,4
2020-12-17,SD,15,46,4
2020-12-16,SD,16,46,3
2020-12-15,SD,15,45,3
2020-12-14,SD,15,45,3
2020-12-13,SD,14,47,4
2020-12-12,SD,14,47,4
2020-12-11,SD,14,48,3
2020-12-10,SD,14,48,3
2020-12-09,SD,14,48,3
2020-12-08,SD,13,47,3
2020-12-07,SD,13,47,3
2020-12-06,SD,15,47,3
2020-12-05,SD,14,48,3
2020-12-04,SD,13,49,3
2020-12-03,SD,14,48,3
2020-12-02,SD,14,48,3
2020-12-01,SD,13,47,3
2020-11-30,SD,13,47,3
